2024-05-12,17636578
2024-05-13,24052613
2024-05-14,42236906
2024-05-15,31727497
2024-05-19,4715
2024-05-21,5248931
2024-05-23,1579681
2024-05-25,5443123
2024-05-31,16854198
2024-06-01,44597745
2024-06-02,26562666
2024-06-03,37682307
2024-06-04,34662694
2024-06-05,8257425
2024-06-06,32937282
2024-06-07,17341758
2024-06-08,22029673
2024-06-09,12698333
2024-06-10,3447074
2024-06-11,24243397
2024-06-12,25037113
2024-06-13,38912647
2024-06-14,26972465
2024-06-15,23087377
2024-06-16,22524462
2024-06-17,30606432
2024-06-18,9433787
2024-06-19,18478361
2024-06-20,28189811
2024-06-21,11472927
2024-06-23,9870589
2024-06-24,16024073
2024-06-25,16231678
2024-06-26,9867786
2024-06-27,71570800
2024-06-28,10678983
2024-06-29,31464268
2024-06-30,7053621
2024-07-01,23663189
2024-07-02,6650227
2024-07-03,33684977
2024-07-04,9468244
2024-07-05,20182905
2024-07-06,23869583
2024-07-07,7119962
2024-07-08,26061846
2024-07-09,14806861
2024-07-10,14852566
2024-07-11,11362719
2024-07-12,13162718
2024-07-13,12184198
2024-07-14,9926770
2024-07-16,7143702
2024-07-17,9457786
2024-07-18,19884436
2024-07-19,2111337
2024-07-20,24597089
2024-07-21,4534950
2024-07-22,59403330
2024-07-23,13398336
2024-07-24,19350948
2024-07-25,6248765
2024-07-26,1932452
2024-07-27,5557645
2024-07-28,5070559
2024-07-29,17311342
2024-07-30,19148641
2024-07-31,19152535
2024-08-01,17096393
2024-08-02,5306354
2024-08-03,10471969
2024-08-04,24562697
2024-08-05,10632890
2024-08-06,34634603
2024-08-08,21720437
2024-08-09,18885994
2024-08-10,46777917
2024-08-11,4008535
2024-08-12,1800352
2024-08-13,22688427
2024-08-14,13064844
2024-08-15,23124494
2024-08-16,26419459
2024-08-17,8141153
2024-08-18,6113077
2024-08-19,21383715
2024-08-20,0
2024-08-21,7356273
2024-08-22,22305401
2024-08-23,2677686
2024-08-24,20262872
2024-08-25,26402033
2024-08-26,33439425
2024-08-27,18066653
2024-08-28,27011478
2024-08-29,11259096
2024-08-30,10796993
2024-08-31,33132649
2024-09-01,9502609
2024-09-02,20769193
2024-09-03,15780426
2024-09-04,21347525
2024-09-05,7176191
2024-09-06,18067394
2024-09-07,22918151
2024-09-08,7708884
2024-09-09,16532713
2024-09-10,22088858
2024-09-11,24378962
2024-09-12,8982320
2024-09-13,29356097
2024-09-15,21449519
2024-09-16,20139797
2024-09-17,12664869
2024-09-18,15678797
2024-09-19,19870179
2024-09-20,47177240
2024-09-21,32422131
2024-09-22,1571423
2024-09-23,19824532
2024-09-24,27307138
2024-09-25,9124428
2024-09-26,9130708
2024-09-27,39492373
2024-09-28,31618604
2024-09-29,16766623
2024-09-30,1739310
2024-10-01,24910734
2024-10-02,12696483
2024-10-03,8608007
2024-10-04,8669738
2024-10-05,22682556
2024-10-06,16961771
2024-10-07,30483479
2024-10-08,15868423
2024-10-09,26835985
2024-10-10,26899957
2024-10-11,19059814
2024-10-12,20131274
2024-10-13,4183729
2024-10-14,15228459
2024-10-15,38462078
2024-10-16,27614272
2024-10-18,16570727
2024-10-19,12215389
2024-10-20,28115016
2024-10-21,26843052
2024-10-22,10539452
2024-10-23,26591986
2024-10-24,9229713
2024-10-25,26981145
2024-10-27,26692018
2024-10-28,22461688
2024-10-29,11360016
2024-10-30,19380869
2024-10-31,2280665
2024-11-01,683925
2024-11-02,3950407
2024-11-03,36933369
2024-11-04,34942836
2024-11-05,12623072
2024-11-06,43274471
2024-11-07,26164194
2024-11-08,22526136
2024-11-09,19020635
2024-11-11,13898879
2024-11-12,15294148
2024-11-13,16782857
2024-11-14,19252800
2024-11-15,14803715
2024-11-16,24150013
2024-11-17,16982343
2024-11-18,32047444
2024-11-19,20044402
2024-11-20,17537776
2024-11-21,23323545
2024-11-22,23731474
2024-11-23,5986694
2024-11-25,20363058
2024-11-26,25728260
2024-11-27,43601953
2024-11-28,17579015
2024-11-29,26558229
2024-11-30,11928739
2024-12-01,21450008
2024-12-02,26070385
2024-12-03,30335386
2024-12-04,21242790
2024-12-05,32451736
2024-12-06,14192912
2024-12-08,2346
2024-12-09,26971445
2024-12-10,17384938
2024-12-11,16406919
2024-12-12,23818036
2024-12-13,3034279
2024-12-14,3952875
2024-12-15,3798963
2024-12-16,7543127
2024-12-17,11619804
2024-12-18,7756612
2024-12-19,32600939
2024-12-20,19835511
2024-12-21,1265387
2024-12-23,3497905
2024-12-24,2871654
2024-12-25,1439211
2024-12-26,15240482
2024-12-27,17413230
2024-12-28,14479909
2024-12-30,3892595
2024-12-31,10347245
2025-01-01,15396823
2025-01-02,40428213
2025-01-03,16076000
2025-01-05,9908776
2025-01-06,29070273
2025-01-07,26053938
2025-01-08,10918995
2025-01-09,19395660
2025-01-10,14726215
2025-01-11,2992324
2025-01-13,9339973
2025-01-14,30365059
2025-01-15,32380934
2025-01-16,27909918
2025-01-18,11580505
2025-01-19,6686911
2025-01-23,12500960
2025-01-24,19227478
2025-01-25,2616230
2025-01-26,21132549
2025-01-27,26719334
2025-01-28,20651197
2025-01-29,18125950
2025-01-30,21519796
2025-01-31,24741480
2025-02-01,2619155
2025-02-03,24460751
